Id,SalePrice
2870,232167.8836542366
7,203010.90943621087
1114,216441.10366696128
2418,271437.2473219357
291,136324.50439066993
18,287199.96393340424
39,334967.3793096472
1001,225420.46607316195
2442,222173.53737480458
616,118048.86093314452
2680,85034.74170471456
1414,126655.5458508691
289,134413.82059163335
40,238281.868518558
860,129503.48578031843
409,139668.1766114044
673,148542.65836477585
2427,178187.77530472085
2036,225610.2776769552
2564,141746.696526608
642,147741.99788774914
1008,185846.98805008785
1908,147145.19332967463
2519,197398.33647453427
1369,102602.21493716455
2855,170147.30519971065
712,104112.41923524288
1943,111434.33368742483
1958,130542.57469098008
107,169824.5483360306
2295,184280.50044995765
704,100421.74452755954
676,138188.26415196504
259,181290.40559890703
93,270175.94036216254
106,233271.40208770055
2315,178055.30622402747
1050,119687.14738092425
1095,203068.63360353737
2709,146454.09510015885
758,117293.40909245131
1496,166656.3233388661
2370,129102.59271471361
2458,234337.11885957172
2733,131555.39458677123
161,274043.33040354255
726,156042.2533027697
845,199429.45818039603
947,248408.55217630765
2232,112026.24317271696
2563,156253.4066059377
2299,125269.43965606015
211,91278.84623937392
605,150295.73239083125
1478,195111.67929010652
2247,264847.5112077193
2274,187639.83937618457
2869,195289.98996327055
967,205529.45805141988
2656,123573.24872796533
667,190276.32143357128
1042,118511.62645604047
2023,150008.06667726568
2447,352101.84275165916
2055,131211.63803603244
2275,265256.77245639777
2204,167221.8205288498
1563,260583.61223107265
483,192160.45262899916
796,124236.42419401243
1526,163990.29334087952
2042,115623.54566676043
442,300397.05502806127
1693,299107.0192374303
1468,216455.4547174626
1430,181963.30786720608
2605,119399.78747162406
1529,198295.6071018901
335,139594.11379408624
1287,137272.28632149304
31,108537.65907559742
1785,257300.77543732213
82,163454.76635205775
2620,127094.68324498011
252,186442.88975034744
721,82663.7839360525
2165,176051.91578877158
2316,189888.52684370708
775,136469.02504835656
1558,93951.17703223333
17,223942.49152717367
1022,204865.54328652986
925,137423.6456393024
438,243997.03476362472
1270,126656.97324539487
1272,123641.25901220282
215,135744.61459241522
266,225463.73972317984
2402,247328.74937103066
1250,134542.33673299372
1984,116087.63779742506
1279,152621.88499853204
377,260889.32342990048
1252,114554.1406545548
2156,250344.5756353063
499,302155.3187481336
1374,127551.85761292005
2898,230722.20375590614
401,124668.2203868252
2721,148192.78583832266
2078,234397.65300638133
2589,130210.95156496596
1946,195687.32023034923
1334,137203.56000204198
2781,208270.42286382455
431,350258.9996790929
576,199619.072932254
1474,206326.18331707257
2254,142862.94879441452
2155,276350.408396404
885,113094.35577764176
643,144422.6796615502
1944,132109.41806562326
480,194404.36040459038
2845,97960.52166672055
2387,296356.44201046746
2407,192223.85857710018
2527,166790.41942502954
2514,160472.21949552733
629,133838.43560833044
80,204789.9378406657
1876,137236.98017618246
1546,131051.92283808386
2518,169669.90056298467
2347,168576.81336931678
783,210476.8173203117
1322,62404.026109118626
194,93677.338746134
1770,264367.09286417766
2143,136773.32004556197
1229,213308.76936377006
511,261449.6277235423
46,212693.38834989746
1348,151574.81501269105
2465,190244.44077753686
387,224040.73303865053
873,210445.57251030934
1918,130695.27438922961
2764,236540.61291210676
2184,127787.97107078045
934,155459.128211563
1920,132855.6816342819
2631,149452.64492519878
1768,606918.778845384
2040,121588.26703844764
1749,213551.86831365206
834,227506.36623071876
1457,216820.0156018291
79,135306.96002132172
2302,133886.00693322395
1817,148716.46161460003
2755,217200.70229958722
359,182600.04349812886
2059,120482.47155830369
2092,228374.108493891
2516,202701.05790734343
150,127328.26655647387
1656,147187.12915342394
83,100169.32161761366
2411,178389.74101631064
795,93511.3660266925
2312,213150.43878061764
2917,101683.6575391502
1624,182458.1103060511
2215,327119.7876026805
1211,150957.16715383113
1485,160267.40662055582
1024,169966.48883696544
570,175894.70183264883
2874,145302.43989616208
700,116559.75104873016
2756,193082.77109573115
2022,178765.72037124741
583,223296.06363398678
2392,338132.7847095698
2424,175884.03803188287
212,102263.17995522315
736,128722.70456478307
1610,165417.0846244337
890,121740.13506231419
467,178358.85152838973
578,225843.60135471876
1747,193906.19382761922
1149,159289.23333900562
2758,226223.49419737625
857,144033.64207548765
2219,279469.57210875355
733,99061.66519803008
2909,123462.37692074962
1798,245181.65253366626
235,119966.88186520064
2366,134502.63029174987
1027,141406.67459359174
1195,141134.91873981975
1303,74404.62432674207
148,176403.4152696045
608,150265.01687192204
2515,180040.6592719126
821,243319.09875612994
2500,240726.96343643352
745,114266.44762458417
741,126746.07165336354
1611,100217.18928563515
2532,131200.73817304938
1081,222887.70287637887
1692,383906.05640542234
2520,174160.21389319713
276,117400.62865811569
1992,133803.49820482594
663,74419.72450155088
418,137151.4437185992
1733,196407.76907265047
2359,153756.57700872616
253,181128.7640921009
1518,190259.74049689042
2035,130582.73688716558
2919,87451.75845408549
1540,276828.9111777322
2120,145964.62321849423
1674,162707.72509729586
256,159453.06021513688
2361,110377.16707569236
978,100450.94412557111
2280,152980.84590560556
2095,219320.64709039222
1709,303362.7464429432
2801,242577.38951742332
1246,125307.3450501319
2373,112061.2547855335
1055,267539.6960121163
2017,127690.34447648426
1099,232005.60681679734
1344,97359.29320782225
835,172531.0492187284
1117,193268.02985840442
2043,99307.59643860809
2085,117633.63844213102
410,156305.86168591233
2650,120864.6010286122
2867,182246.59435347887
1668,124028.3420401933
1161,163498.40318066257
2122,172075.4534021578
2539,146998.29946974342
1047,150427.20140240254
1445,128555.85842413559
541,134335.58632524317
569,184599.10050717735
1276,126285.82875696977
918,163688.29561316592
326,158066.3588397283
1936,131499.63345208653
895,103266.73621815688
257,153714.0543649192
1241,170607.92594195533
1545,123992.83035789811
1189,174947.4185018641
270,153868.72557920203
2066,155259.7072781065
693,121027.166587453
1259,132913.5372600163
2916,149796.5212279823
2321,267873.7268598472
1977,95022.87219338673
1895,146732.41910520944
1240,170728.16170735558
85,148395.62766836252
1823,124066.82844735647
825,268871.53222343186
110,210792.1829506283
697,122680.02122365886
2297,124901.95950137118
1231,140811.20081465298
1355,124974.34486510619
968,300823.77636722045
584,212533.46022197924
1315,124759.2837184374
1606,149563.23040078057
206,101702.36642778144
1685,320465.38272052014
2016,135512.81346796837
869,197749.55003356992
2135,132013.61946848844
2346,186195.11061581367
2430,224133.1733491199
2198,95354.08170320906
2652,125767.44103852569
27,127266.6578119048
241,161487.91056426524
906,121709.78233876164
1506,113474.59084483405
2098,333629.5367950561
1435,210831.1455791795
2213,133052.93377584108
1274,145266.46628402683
743,60578.50669724194
1737,191903.9494912108
2797,276820.3506233375
2185,79411.22904973794
58,184140.7460625551
830,194266.5615520956
808,126100.73607182351
680,141976.77494507786
1153,114969.83407078411
1291,125263.9075801492
1818,145437.48784680085
2161,184420.4436876525
1883,125579.69229543659
350,304924.81248552626
2473,144764.9335413581
295,197466.66667284054
293,188683.1348863712
859,140376.25211379564
288,83609.89512802122
1578,150941.66655786824
102,167802.76975608413
2831,135504.18437215866
1030,152994.92331173812
2551,148252.2210663372
1286,139750.16659160532
958,281837.29018017516
776,137679.19214037433
72,211662.96824929764
2263,235355.2847728505
1866,154246.41227603974
2876,88004.64311355018
2146,233149.03765779774
103,170704.4260160652
1500,148666.48414328936
492,185456.50567521644
167,140543.0931607713
2597,125047.77318681945
2685,111024.42453218979
1035,164005.02808887028
1220,85662.87325129697
2602,161578.53953410467
2159,205547.97661875072
695,131526.07714530666
1109,241807.11436478727
640,160273.9873759074
1652,155988.03519385544
2090,171159.6463932001
1188,169531.0638765248
2345,232555.32145156406
1059,366865.70031755144
2751,216770.2493252824
128,200222.12459564666
1523,183355.90684549778
2925,169126.0828789128
2145,270588.42532917217
1121,208052.59662814683
566,237319.37760464853
565,231581.069825291
1331,130963.81529908229
2928,131200.82886346913
156,147269.30036823064
797,134895.1006939456
327,105444.58966008601
2859,142540.58314081223
1453,129451.17998318319
1762,315682.39401516464
1868,203625.40794795027
1760,178526.95659039222
1113,226794.25693199644
1812,186368.71013858262
117,165308.91653747292
1142,199398.7418275766
2342,348364.7983668898
927,142432.7212523325
2478,179305.22762285286
655,94791.1973104975
2064,128299.65784320868
369,234257.550079096
2239,116481.60261487507
2732,208828.3905435861
1653,165023.74267896416
959,199019.8724282203
2395,308491.5591924787
1412,119291.76672391727
271,233578.11418428097
1484,157897.84635281801
1497,144728.87119471145
552,169677.49937602115
2,117197.8961898199
1855,266329.25625247083
4,228830.516854659
2292,164132.165925151
134,138721.19438101558
646,114632.88933778228
42,269386.99524842156
532,208730.43570540042
713,96993.5559137627
2561,137906.14107363942
2360,139204.98140011262
1333,127978.14178820548
1407,217020.42162191583
2892,297466.8411999722
574,201430.5417491164
1227,175691.30997757835
2591,206488.03705801305
1476,203086.27831909648
1125,233883.93569197744
1446,144046.35037782212
408,124025.34040904036
1101,277118.07473235636
2251,179529.26326573244
373,183377.6519826143
2554,128897.83351340273
2382,241298.80724195734
1985,96105.18267683248
519,220731.70428965776
1093,191652.0900441313
864,240872.68478279718
2889,158186.15738476094
2308,165455.0956799351
986,161717.41342113825
1302,144848.52543278126
585,161646.620942908
2708,154800.22135481637
147,129199.4749416524
1441,214063.66758999115
383,185068.7922540882
285,135491.17373000848
181,112534.8384288992
358,192807.79333339733
780,157623.13783180263
258,195957.57688781916
1865,203102.9077184739
692,122114.04751008835
2902,300861.8384962142
508,230533.95351250662
2638,136343.67716448504
36,146106.43208787736
611,166381.4163843594
2281,139587.3512231456
1678,122243.7872986686
1696,406825.8322469975
1557,93151.3453160709
2180,156916.5528091269
1726,208648.00044742238
951,152018.30580472914
267,212690.97311712688
2706,137196.1943955965
2221,245430.14650621155
1357,168380.46648841343
2901,295756.94783875474
347,190385.71151230362
2164,191455.5124500991
1586,296889.16004025546
360,159024.21773591853
1769,228599.53987054317
2617,158465.72029118708
1879,140281.46890440254
991,220610.36864007646
1535,120185.21087879785
1191,151506.07849887514
1579,209182.44197858585
1882,148324.85055930997
1510,127022.45307196482
2196,141920.2103968869
1845,170805.26275721705
2336,361091.87560405664
942,99086.3460116984
861,137923.0241411715
2555,120743.52402681012
1392,141426.7478365032
2099,238443.4649630908
1543,134275.43607974914
948,253345.4631846389
1239,166993.33193435127
22,188460.9941852992
2796,221105.07168073652
2747,176999.90660708016
92,263332.15578117204
210,150667.1304099153
1858,208748.5267061143
2228,173188.5774615755
447,204268.29420929652
827,221596.79465399208
1649,196430.9101864636
682,130554.68425400926
2698,110829.05556267912
494,182726.27810538514
214,89137.26928292442
2441,233560.43540807534
2679,111436.5386845697
1336,125696.64143363503
465,186113.51847826075
1524,144137.21213854145
2543,120649.276752906
631,142538.5581118979
2452,285061.0730921556
228,158230.02482591575
126,159623.26432263252
1092,218929.9308397822
1122,191964.14328138492
932,207690.60834561998
1980,97414.42002513757
2171,111235.3295200499
551,166200.7761553733
2768,166038.70031386937
2056,118379.58380402277
1159,313975.04581045505
2645,113270.17165926969
1174,167346.1672332713
2266,204128.65502470333
2462,336225.3512716655
1219,148173.91980695186
2922,176152.4372870819
118,142878.50165542462
474,174206.80943083917
2576,144167.04168843213
872,257049.93755661987
1077,199685.8131853293
1536,134108.38957346368
1150,127908.25159819823
2341,307731.26085660525
1931,150431.82632036347
2785,137259.87031472859
2538,132555.6967840962
597,206431.00827760383
464,182042.57189123204
233,224391.52301820865
2169,123923.29553243611
2123,179952.54488418432
1867,167734.67473210287
137,221650.29665089544
515,228321.72403374265
933,122686.26197815279
2784,169355.21145226213
972,165207.8256355469
599,152611.31822519086
2614,135738.48759551847
2582,148349.03429142674
1409,159454.390017444
175,104021.3765655982
352,209237.86557880175
976,106793.21672945654
2134,190970.3253436245
984,123564.20768360922
2396,324056.56635197066
1673,150935.1756355854
404,129199.61401031555
607,158044.18528800856
814,150038.81842231765
868,190097.8398305775
2271,175920.6578934393
1633,214972.72615155237
337,149122.95864566995
2765,150539.63273165846
1746,236536.762664922
368,282865.0587007146
2806,199254.59905907445
1662,185443.4831354513
1234,211398.1066477172
1373,133080.7213131864
1672,123882.24558528767
1939,130871.98632578313
