MS SubClass,Lot Frontage,Lot Area,Lot Shape,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,Bsmt Unf SF,Total Bsmt SF,Heating QC,Electrical,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,Functional,Fireplaces,Garage Yr Blt,Garage Finish,Garage Cars,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Fence,Mo Sold,SalePrice,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,Street_Pave,Alley_None,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_CulDSac,Lot Config_Inside,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosA,Condition 1_PosN,Condition 1_RRAe,Condition 2_Feedr,Condition 2_PosA,Condition 2_PosN,Condition 2_RRNn,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1.5Unf,House Style_2.5Fin,House Style_SFoyer,House Style_SLvl,Roof Style_Gable,Roof Style_Gambrel,Roof Matl_CompShg,Roof Matl_WdShake,Roof Matl_WdShngl,Exterior 1st_CBlock,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_Stone,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_CBlock,Exterior 2nd_ImStucc,Exterior 2nd_Plywood,Exterior 2nd_Stucco,Exterior 2nd_Wd Shng,Mas Vnr Type_BrkFace,Mas Vnr Type_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Heating_GasW,Heating_Grav,Heating_Wall,Central Air_Y,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_WD ,Mas Vnr Type_CBlock,Exterior 1st_PreCast,Heating_GasA,Exterior 2nd_PreCast,Roof Matl_Roll,Sale Type_VWD,Exterior 2nd_Other,Roof Matl_Metal
160,21.0,1680,1,1,6,5,1971,1971,232.0,3,3,3,3,4,2,387.0,96.0,483.0,3,1,504,0,987,0.0,0.0,1,1,2,1,3,1,0,1971.0,3,1.0,1,0,0,0,0,0,5,7,85400,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,64.0,7488,2,1,7,5,2005,2005,0.0,2,3,2,3,2,1,393.0,815.0,1208.0,1,1,0,0,1208,0.0,0.0,2,0,2,1,2,1,0,2005.0,2,2.0,1,105,58,0,0,0,5,2,183600,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
70,120.0,26400,1,1,5,7,1880,2007,0.0,2,3,6,6,5,7,0.0,0.0,0.0,1,1,728,0,2016,0.0,0.0,1,0,4,1,3,4,1,1900.0,3,2.0,2,0,0,0,0,0,5,6,131000,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
160,24.0,2645,1,1,8,5,1999,2000,456.0,2,3,2,3,4,1,813.0,147.0,960.0,1,1,645,0,1607,1.0,0.0,2,1,3,1,2,1,0,2000.0,3,2.0,1,169,0,0,0,0,5,12,200000,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20,74.0,9627,1,1,7,5,2007,2007,0.0,2,3,2,3,2,1,24.0,1327.0,1351.0,1,1,0,0,1361,0.0,0.0,2,0,3,1,2,1,0,2007.0,2,2.0,1,0,50,0,0,0,5,6,193000,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,93.0,10114,1,1,5,5,2004,2005,0.0,3,3,1,3,2,6,0.0,1430.0,1430.0,1,1,0,0,1430,0.0,0.0,2,0,3,1,2,1,0,2004.0,2,2.0,1,0,0,0,0,0,5,3,173500,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
70,34.0,4571,1,1,5,5,1916,1950,0.0,3,3,3,3,4,6,0.0,624.0,624.0,4,1,720,0,1344,0.0,0.0,1,0,4,1,3,1,0,1916.0,3,3.0,1,0,0,96,0,0,5,5,98000,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,80.0,8816,1,1,5,6,1963,1963,0.0,3,3,3,3,4,4,651.0,470.0,1121.0,3,1,0,0,1121,1.0,0.0,1,0,3,1,3,1,0,1963.0,3,2.0,1,0,80,0,0,0,2,6,139000,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,71.0,8197,1,1,6,5,1977,1977,148.0,3,3,3,3,4,6,0.0,660.0,660.0,1,1,0,0,1285,0.0,0.0,1,1,3,1,3,1,1,1977.0,2,2.0,1,138,0,0,0,0,2,4,143500,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60,72.0,8640,1,1,7,5,2009,2009,0.0,3,3,2,3,3,1,24.0,732.0,756.0,1,1,783,0,1547,0.0,0.0,2,1,3,1,2,1,0,2009.0,3,2.0,1,169,45,0,0,0,5,6,215200,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,109.0,8724,1,1,5,5,1968,1968,0.0,3,3,2,3,4,3,492.0,402.0,894.0,2,1,0,0,894,0.0,0.0,1,0,3,1,3,1,1,1968.0,1,2.0,1,0,0,0,0,0,5,5,129000,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
120,40.0,5664,2,1,8,5,2000,2000,0.0,2,3,2,3,4,1,1158.0,343.0,1501.0,1,1,0,0,1659,1.0,0.0,2,0,2,1,1,1,1,2000.0,1,2.0,1,212,59,0,0,0,5,10,278000,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60,103.0,12867,2,1,8,5,2005,2006,0.0,2,3,1,3,2,6,0.0,1209.0,1209.0,1,1,1044,0,2253,0.0,0.0,2,1,3,1,1,1,1,2005.0,1,2.0,1,243,142,0,0,0,5,7,344133,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,0.0,7980,2,1,6,7,1992,2007,0.0,3,2,2,3,4,2,935.0,233.0,1168.0,1,1,0,0,1187,1.0,0.0,2,0,3,1,3,1,0,1992.0,1,2.0,1,483,21,0,0,0,1,3,185000,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
190,100.0,34650,1,1,5,5,1955,1955,0.0,3,3,3,3,3,4,1056.0,0.0,1056.0,3,1,0,0,1056,1.0,0.0,1,0,3,1,3,1,0,1955.0,1,2.0,1,264,0,0,0,0,5,1,145000,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,92.0,10573,2,1,6,6,1961,1961,3.0,3,3,3,3,4,4,1312.0,141.0,1453.0,1,1,0,0,1453,1.0,0.0,2,0,3,1,3,1,1,1961.0,2,2.0,1,0,49,0,0,288,1,4,187500,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,65.0,8450,1,1,5,8,1965,2009,0.0,3,2,3,3,4,1,553.0,224.0,894.0,1,1,0,0,894,1.0,0.0,1,0,3,1,3,1,1,1973.0,3,1.0,1,416,144,0,0,0,2,4,138500,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,0.0,11700,2,3,5,6,1937,1995,0.0,3,3,3,3,4,3,606.0,336.0,942.0,1,1,673,0,1938,0.0,0.0,2,0,4,1,2,3,1,1937.0,3,1.0,1,0,40,0,0,0,5,7,198000,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
190,75.0,8250,1,1,5,6,1895,2006,0.0,3,2,3,3,4,6,0.0,957.0,957.0,4,1,957,0,1991,0.0,0.0,2,0,4,2,3,1,0,0.0,4,0.0,3,0,0,133,0,0,5,6,119600,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,60.0,8064,1,1,5,7,1949,2006,0.0,3,2,3,3,3,6,0.0,672.0,672.0,1,1,252,0,924,0.0,0.0,1,0,3,1,3,1,1,2003.0,3,2.0,1,0,0,0,0,0,2,7,122900,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,80.0,9600,1,1,8,5,1981,1981,0.0,2,3,2,3,4,2,1104.0,1420.0,2524.0,3,1,0,0,2524,1.0,0.0,2,1,4,1,2,1,1,1981.0,1,2.0,1,474,120,0,0,0,2,7,278000,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
70,0.0,11435,2,3,8,7,1929,1950,0.0,3,3,2,3,4,6,0.0,792.0,792.0,4,1,725,0,1517,0.0,0.0,1,0,3,1,2,1,2,1931.0,3,2.0,1,0,0,0,0,0,5,6,230000,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
120,30.0,9549,2,1,8,5,1995,1996,0.0,2,2,2,2,2,5,437.0,0.0,1494.0,1,1,0,0,1494,1.0,0.0,1,1,2,1,1,1,1,1995.0,1,2.0,1,0,30,0,0,216,5,4,270000,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,60.0,10950,1,1,6,6,1952,1952,0.0,3,3,3,3,4,2,441.0,507.0,948.0,3,1,0,0,948,0.0,0.0,1,0,2,1,3,1,0,1952.0,3,2.0,3,0,48,0,0,0,5,4,125000,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,79.0,10637,1,1,8,5,2007,2008,336.0,2,3,1,3,1,1,1288.0,417.0,1705.0,1,1,0,0,1718,1.0,0.0,2,0,3,1,2,1,1,2007.0,2,3.0,1,208,44,0,0,0,5,9,297000,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
